"user_id","sign_up_date","age","gender","married","has_children","home_country","home_city","total_sessions","avg_session_duration_min","avg_page_clicks","total_bookings","num_cancellations","purchase_rate","cancellation_proportion","avg_flight_discount_perc","avg_hotel_discount_perc","flight_discount_proportion","hotel_discount_proportion","discount_purchase_rate","num_flights_booked","num_hotels_booked","user_id2","succesful_trips","avg_daygap_booking_to_flight","avg_daygap_booking_to_checkin","avg_trip_lenght","successful_flights","successful_hotels","avg_hotel_rooms","avg_hotel_nights","avg_seats_flight","avg_checked_bags","luggage_flight_proportion","luggage_trip_proportion","avg_distance_flown","flights_per_month","round_trips_proportion","avg_room_price_usd","avg_flight_price_usd","avg_price_per_seat","money_spend_hotel","money_spend_flight","usd_per_kilometer_flight","weekend_trip_proportion","season_preference"
"595126","2023-02-15","33","F","false","false","Canada","Gatineau","9","1.55","12.56","2","0","0.22","0.00","0.17","","0.56","0.00","0.40","1","2","595126","2","140.05","74.08","12.00","1","2","1.00","8.00","2.00","1.00","1.00","0.50","5633.90","1.00","1.00","192.50","2003.98","1001.99","2723","1703.3830","0.30","0.00","Fall"
"595171","2023-02-15","34","F","true","false","Usa","Columbus","8","2.09","16.75","2","0","0.25","0.00","","0.20","0.00","0.13","0.00","2","2","595171","2","8.49","8.67","4.50","2","2","1.00","3.00","1.00","0.00","0.00","0.00","1744.34","0.67","1.00","199.00","344.26","344.26","1414","688.52","0.20","0.00","Spring"
"595183","2023-02-15","66","F","true","false","Usa","Seattle","9","17.10","52.00","2","1","0.22","0.50","0.08","0.15","0.22","0.11","0.00","0","2","595183","1","","2.62","","0","1","2.00","7.00","","","","0.00","","","","238.00","","","3332","","","0.00","Summer"
"595184","2023-02-15","50","F","false","false","Canada","Toronto","8","3.11","25.00","5","0","0.63","0.00","0.20","0.08","0.13","0.25","0.67","4","4","595184","5","5.96","6.07","3.25","4","4","1.00","1.50","1.00","0.75","0.75","0.60","1463.71","1.33","1.00","124.50","258.63","258.63","700.25","1034.52","0.18","0.00","Spring"
"595257","2023-02-15","46","F","false","false","Usa","San Diego","8","2.67","21.38","4","0","0.50","0.00","0.09","","0.50","0.00","0.00","4","4","595257","4","6.35","6.60","5.00","4","4","1.00","3.75","1.00","0.50","0.50","0.50","3147.98","0.80","1.00","133.25","513.17","513.17","1914","2052.66","0.16","0.00","Spring"
"595283","2023-02-15","54","F","true","false","Usa","Baton Rouge","8","2.14","17.25","1","0","0.13","0.00","0.13","0.15","0.25","0.13","0.67","1","0","595283","1","5.58","","4.00","1","0","","","1.00","1.00","1.00","1.00","1808.40","1.00","1.00","","301.34","301.34","","271.206","0.15","0.00","Spring"
"595284","2023-02-15","52","F","true","false","Usa","New York","8","2.15","17.38","4","0","0.50","0.00","0.30","0.08","0.13","0.25","0.67","4","4","595284","4","9.45","9.63","5.50","4","4","1.25","4.25","1.25","0.25","0.25","0.25","1829.20","1.00","1.00","164.50","347.12","332.57","4248.1","1341.474","0.18","0.00","Spring"
"595386","2023-02-15","41","F","false","false","Usa","San Antonio","8","3.05","24.63","6","0","0.75","0.00","0.13","0.08","0.38","0.25","0.80","6","5","595386","6","7.70","8.23","4.20","6","5","1.00","3.20","1.00","0.67","0.67","0.67","2031.18","1.00","0.83","147.80","334.56","334.56","2378.35","1856.854","0.15","0.00","Spring"
"595414","2023-02-15","49","F","true","false","Usa","Dallas","8","2.47","20.25","4","0","0.50","0.00","0.10","0.10","0.13","0.13","0.00","4","4","595414","4","7.28","7.46","6.00","4","4","1.00","3.75","1.00","0.75","0.75","0.75","1880.09","0.67","0.75","122.25","298.48","298.48","2140","1193.92","0.16","0.00","Spring"
"595431","2023-02-15","37","F","false","false","Usa","New York","8","2.40","19.38","3","0","0.38","0.00","","","0.00","0.00","","3","3","595431","3","9.80","9.97","6.00","3","3","1.00","4.33","1.00","0.33","0.33","0.33","1756.87","0.75","1.00","197.67","319.96","319.96","2277","959.87","0.18","0.00","Spring"
"595442","2023-02-15","44","F","false","false","Usa","Corpus Christi","8","2.11","17.00","4","0","0.50","0.00","","0.13","0.00","0.25","0.50","4","2","595442","4","7.15","7.31","2.75","4","2","1.00","1.50","1.00","0.50","0.50","0.50","1805.05","0.67","1.00","156.50","291.43","291.43","525","1165.72","0.16","0.00","Spring"
"595506","2023-02-15","25","F","false","false","Usa","Long Beach","8","1.33","10.63","0","0","0.00","","","","0.00","0.00","","0","0","595506","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"595527","2023-02-15","31","F","true","false","Usa","Kansas City","8","1.35","10.75","3","0","0.38","0.00","0.08","0.05","0.25","0.13","0.67","2","3","595527","3","114.38","78.62","8.00","2","3","1.33","5.67","1.50","0.50","0.50","0.33","3668.16","0.17","1.00","129.67","1259.85","676.47","3266.10","2519.69","0.34","0.00","Winter"
"595587","2023-02-15","39","F","false","true","Usa","St. Louis","8","1.97","15.88","4","0","0.50","0.00","0.10","","0.25","0.00","0.00","4","3","595587","4","61.75","7.62","5.75","4","3","1.33","1.67","1.25","0.00","0.00","0.00","1474.62","0.31","1.00","202.00","312.96","271.94","1123","1251.85","0.21","0.25","Spring"
"595624","2023-02-15","36","F","false","false","Usa","Anchorage","9","1.80","14.44","1","0","0.11","0.00","0.08","0.05","0.22","0.11","0.00","1","1","595624","1","11.98","12.31","5.00","1","1","1.00","3.00","1.00","0.00","0.00","0.00","4864.59","1.00","1.00","364.00","944.73","944.73","1092","944.73","0.19","0.00","Spring"
"595626","2023-02-15","46","F","false","false","Usa","Los Angeles","8","2.95","24.00","4","0","0.50","0.00","0.13","","0.25","0.00","1.00","4","3","595626","4","8.04","6.35","4.25","4","3","1.67","2.67","1.50","0.50","0.50","0.50","2380.81","1.00","1.00","87.33","536.12","364.94","1159","2048.8170","0.22","0.00","Spring"
"595690","2023-02-15","69","F","true","false","Usa","Orlando","8","1.92","15.38","0","0","0.00","","0.10","0.10","0.13","0.13","0.00","0","0","595690","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"595740","2023-02-15","58","F","true","true","Usa","San Diego","8","1.60","12.88","2","0","0.25","0.00","","0.17","0.00","0.38","0.33","2","2","595740","2","10.88","11.14","3.00","2","2","1.50","1.50","1.50","0.00","0.00","0.00","3423.59","0.50","0.50","137.50","842.44","491.91","503.8","1684.87","0.25","0.50","Summer"
"595852","2023-02-15","54","F","false","false","Canada","Montreal","9","2.23","18.11","3","0","0.33","0.00","0.35","0.10","0.11","0.22","0.00","3","3","595852","3","8.08","8.23","3.33","3","3","1.00","1.33","1.00","1.00","0.67","0.67","1133.55","1.00","1.00","172.67","212.52","212.52","567","637.57","0.19","0.00","Spring"
"595861","2023-02-15","41","F","false","false","Usa","New York","8","1.42","11.63","1","0","0.13","0.00","0.10","0.10","0.13","0.25","0.00","1","1","595861","1","7.19","7.48","3.00","1","1","1.00","1.00","1.00","0.00","0.00","0.00","4114.22","1.00","1.00","383.00","833.72","833.72","383","833.72","0.20","0.00","Spring"
"595897","2023-02-15","26","F","false","false","Canada","Montreal","8","1.00","8.00","1","0","0.13","0.00","","0.10","0.00","0.13","1.00","0","1","595897","1","","3.06","","0","1","2.00","12.00","","","","0.00","","","","174.00","","","3758.4","","","0.00","Spring"
"595958","2023-02-15","51","F","true","false","Usa","Sacramento","8","16.65","38.38","4","1","0.50","0.25","0.10","0.10","0.13","0.13","0.50","3","4","595958","3","5.48","6.14","2.50","2","3","1.00","2.33","1.00","0.50","0.50","0.33","2398.11","0.67","1.00","88.67","431.52","431.52","518","848.193","0.18","0.00","Spring"
"596103","2023-02-15","24","F","false","false","Usa","New York","8","1.14","9.38","2","0","0.25","0.00","0.18","","0.25","0.00","0.00","1","2","596103","2","7.44","6.18","3.00","1","2","1.00","3.00","1.00","1.00","1.00","0.50","2536.16","1.00","1.00","276.50","434.64","434.64","1852","434.64","0.17","0.00","Winter"
"596153","2023-02-15","52","F","true","false","Canada","Toronto","8","2.81","22.50","5","0","0.63","0.00","0.20","0.08","0.25","0.25","0.50","5","4","596153","5","7.42","7.47","3.50","5","4","1.00","2.50","1.00","0.40","0.40","0.40","2131.38","0.83","0.80","90.75","305.64","305.64","911.80","1442.1180","0.14","0.00","Spring"
"596186","2023-02-15","22","F","false","false","Usa","Washington","8","1.39","11.38","2","0","0.25","0.00","0.10","0.07","0.25","0.38","0.40","1","2","596186","2","5.80","8.56","2.00","1","2","1.00","3.50","1.00","1.00","1.00","0.50","590.07","1.00","1.00","308.00","107.73","107.73","1281","96.957","0.16","0.00","Summer"
"596220","2023-02-15","51","F","true","false","Usa","Mobile","9","1.28","10.33","2","0","0.22","0.00","0.35","0.20","0.11","0.11","0.50","1","2","596220","2","5.53","7.69","3.00","1","2","1.00","9.00","1.00","1.00","1.00","0.50","2847.32","1.00","1.00","235.50","463.69","463.69","6220","463.69","0.16","0.50","Spring"
"596222","2023-02-15","60","F","true","false","Usa","Philadelphia","8","2.59","20.75","3","0","0.38","0.00","0.15","0.18","0.13","0.25","0.33","2","3","596222","3","7.28","10.25","2.50","2","3","1.00","2.33","1.00","1.00","1.00","0.67","545.48","0.50","1.00","285.00","79.60","79.60","3559","159.20","0.15","0.00","Spring"
"596320","2023-02-15","36","F","true","true","Usa","Fayetteville","9","2.74","21.89","2","0","0.22","0.00","0.15","0.13","0.11","0.22","0.33","2","1","596320","2","5.00","6.27","2.00","2","1","3.00","1.00","2.00","1.00","0.50","0.50","1711.15","0.40","1.00","159.00","551.56","282.65","453.15","1103.11","0.32","0.00","Winter"
"596329","2023-02-15","21","F","false","false","Usa","Phoenix","9","0.87","6.89","0","0","0.00","","0.18","0.15","0.22","0.22","0.00","0","0","596329","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"596335","2023-02-15","39","M","true","false","Canada","Hamilton","8","1.71","13.63","2","0","0.25","0.00","0.17","","0.38","0.00","0.00","2","2","596335","2","7.94","8.13","6.50","2","2","1.50","5.00","1.50","0.50","0.50","0.50","2120.84","0.50","1.00","154.00","430.37","368.28","1960","860.73","0.20","0.00","Summer"
"596349","2023-02-15","68","F","true","false","Usa","Fresno","8","1.23","9.88","1","0","0.13","0.00","0.15","0.15","0.25","0.13","0.00","0","1","596349","1","","4.66","","0","1","1.00","15.00","","","","0.00","","","","284.00","","","4260","","","0.00","Spring"
"596361","2023-02-15","32","F","false","false","Usa","San Jose","8","1.76","14.13","2","0","0.25","0.00","0.08","0.08","0.25","0.25","0.25","1","2","596361","2","5.94","10.35","13.00","1","2","1.50","11.50","1.00","1.00","1.00","0.50","2328.43","1.00","1.00","129.50","413.33","413.33","3889","392.6635","0.17","0.00","Spring"
"596409","2023-02-15","47","F","false","false","Usa","Chicago","8","2.13","17.00","2","0","0.25","0.00","0.08","0.20","0.50","0.38","0.29","2","2","596409","2","7.36","7.55","2.50","2","2","1.00","1.50","1.00","0.50","0.50","0.50","2001.36","0.67","1.00","108.50","395.57","395.57","297.8","767.2380","0.19","0.00","Spring"
"596442","2023-02-15","18","O","false","false","Usa","Omaha","8","3.29","26.50","1","0","0.13","0.00","","0.07","0.00","0.38","0.33","0","1","596442","1","","7.80","","0","1","1.00","6.00","","","","0.00","","","","175.00","","","997.50","","","0.00","Spring"
"596505","2023-02-15","43","F","false","false","Usa","San Diego","8","3.19","25.75","6","0","0.75","0.00","0.12","0.20","0.38","0.13","1.00","5","5","596505","6","7.91","8.02","5.80","5","5","1.20","7.00","1.20","0.80","0.60","0.50","2113.78","1.00","1.00","225.00","499.72","373.51","6323.6","2304.2775","0.22","0.00","Spring"
"596559","2023-02-15","19","F","false","false","Canada","Edmonton","8","6.00","14.75","1","1","0.13","1.00","","0.10","0.00","0.25","0.00","1","0","596559","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Winter"
"596611","2023-02-15","23","M","false","false","Canada","Halifax","8","1.27","10.13","0","0","0.00","","0.10","","0.13","0.00","0.00","0","0","596611","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"596732","2023-02-15","46","F","true","true","Usa","San Antonio","8","1.87","15.00","3","0","0.38","0.00","0.10","","0.13","0.00","0.00","3","3","596732","3","10.20","10.40","3.67","3","3","1.33","2.00","1.33","0.00","0.00","0.00","2161.81","1.50","1.00","162.00","505.89","393.79","967","1517.66","0.23","0.33","Spring"
"596820","2023-02-15","37","F","false","false","Usa","Wichita","8","2.10","16.88","1","0","0.13","0.00","0.13","","0.38","0.00","0.00","1","1","596820","1","9.98","10.12","3.00","1","1","1.00","2.00","1.00","1.00","1.00","1.00","999.49","1.00","1.00","158.00","181.81","181.81","316","181.81","0.18","0.00","Summer"
"596856","2023-02-15","30","F","false","true","Canada","Quebec","8","1.96","15.88","3","0","0.38","0.00","0.13","0.10","0.25","0.13","0.33","1","3","596856","3","8.42","8.28","2.00","1","3","1.00","6.67","1.00","1.00","1.00","0.33","1513.31","1.00","1.00","140.67","263.24","263.24","3231","263.24","0.17","0.00","Summer"
"596863","2023-02-15","39","F","true","true","Usa","Chicago","8","13.40","28.25","3","1","0.38","0.33","","","0.00","0.00","","2","3","596863","2","9.71","7.68","","1","2","1.50","13.00","2.00","0.00","0.00","0.00","659.58","1.00","0.00","205.50","117.72","58.86","9549","117.72","0.18","0.00","Spring"
"597003","2023-02-16","44","F","true","false","Usa","Stockton","9","1.44","11.44","2","0","0.22","0.00","0.15","","0.11","0.00","0.00","2","2","597003","2","5.56","5.78","2.00","2","2","1.00","1.50","1.00","0.00","0.00","0.00","2604.78","1.00","1.00","294.50","496.69","496.69","679","993.37","0.19","0.00","Winter"
"597010","2023-02-16","40","F","true","false","Canada","Edmonton","8","1.80","14.50","4","0","0.50","0.00","0.10","0.05","0.25","0.13","0.33","4","3","597010","4","6.74","6.57","3.75","4","3","2.00","3.33","1.75","0.25","0.25","0.25","1900.03","2.00","1.00","77.33","567.25","332.96","1272","2228.503","0.29","0.00","Spring"
"597029","2023-02-16","39","F","true","false","Canada","Montreal","8","1.98","15.88","5","0","0.63","0.00","0.30","0.10","0.13","0.13","0.00","4","4","597029","5","9.10","12.43","2.33","4","4","1.75","6.00","1.25","1.00","0.75","0.60","2016.77","1.00","0.75","129.25","357.92","331.47","7604","1431.66","0.18","0.00","Spring"
"597300","2023-02-16","37","F","true","true","Usa","New York","8","1.40","11.38","2","0","0.25","0.00","0.21","","0.50","0.00","0.25","2","2","597300","2","9.20","9.36","12.00","2","2","1.50","7.00","1.50","0.00","0.00","0.00","1494.30","0.67","0.50","221.00","268.38","159.27","4156","514.9280","0.17","0.00","Spring"
"597410","2023-02-16","48","M","false","false","Usa","New York","8","1.80","14.38","3","0","0.38","0.00","0.08","","0.25","0.00","0.00","2","3","597410","3","5.23","5.92","7.50","2","3","1.00","9.33","1.00","0.00","0.00","0.00","2329.59","0.40","1.00","206.67","416.80","416.80","5413","833.60","0.18","0.00","Summer"
"597434","2023-02-16","40","F","false","false","Usa","Austin","8","16.52","37.00","4","1","0.50","0.25","","0.15","0.00","0.13","0.00","4","2","597434","3","8.56","8.51","3.00","3","2","1.00","2.00","1.00","0.67","0.67","0.67","1859.32","1.50","0.67","176.50","273.51","273.51","803","820.52","0.15","0.00","Spring"
"597498","2023-02-16","58","M","true","false","Canada","London","8","1.94","15.50","5","0","0.63","0.00","0.10","","0.13","0.00","0.00","5","4","597498","5","8.43","8.82","3.60","5","4","1.25","3.00","1.20","0.00","0.00","0.00","1928.27","1.25","1.00","111.25","366.02","340.79","1169","1830.10","0.19","0.00","Spring"
"597510","2023-02-16","53","F","false","true","Canada","Montreal","8","2.15","17.25","3","0","0.38","0.00","","0.10","0.00","0.13","1.00","3","3","597510","3","7.73","7.92","4.00","3","3","1.00","2.67","1.00","0.67","0.67","0.67","1959.90","0.75","1.00","320.67","313.33","313.33","2419.2","940.00","0.16","0.00","Spring"
"597662","2023-02-16","18","F","false","true","Canada","Ottawa","8","1.74","13.88","0","0","0.00","","0.08","","0.25","0.00","0.00","0","0","597662","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"597734","2023-02-16","46","F","true","false","Usa","San Francisco","8","1.29","10.50","3","0","0.38","0.00","","0.05","0.00","0.25","0.00","3","1","597734","3","8.35","8.70","4.67","3","1","1.00","2.00","1.00","0.33","0.33","0.33","2450.17","0.60","1.00","160.00","454.58","454.58","320","1363.75","0.19","0.00","Spring"
"597836","2023-02-16","43","F","false","false","Usa","Fort Worth","8","2.13","17.25","3","0","0.38","0.00","0.38","","0.25","0.00","0.00","3","3","597836","3","8.21","8.34","3.00","3","3","1.00","2.00","1.00","1.00","0.67","0.67","781.82","0.50","1.00","133.33","137.12","137.12","622","411.36","0.18","0.00","Spring"
"597878","2023-02-16","54","F","false","false","Usa","Columbus","8","2.28","18.13","2","0","0.25","0.00","","","0.00","0.00","","2","2","597878","2","6.09","6.27","3.50","2","2","1.50","2.00","1.50","1.00","1.00","1.00","1861.38","1.00","1.00","139.00","381.28","333.99","634","762.56","0.20","0.00","Spring"
"597946","2023-02-16","54","F","true","false","Usa","Atlanta","8","1.47","11.75","2","0","0.25","0.00","","0.10","0.00","0.25","0.00","2","1","597946","2","7.99","8.97","1.50","2","1","1.00","2.00","1.00","1.00","1.00","1.00","883.59","1.00","1.00","81.00","154.06","154.06","162","308.11","0.17","0.00","Winter"
"597948","2023-02-16","19","M","false","true","Canada","Montreal","8","1.12","9.00","0","0","0.00","","0.10","","0.13","0.00","0.00","0","0","597948","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"597954","2023-02-16","41","F","true","false","Usa","New York","8","2.26","18.25","4","0","0.50","0.00","0.14","0.17","0.50","0.38","0.43","4","4","597954","4","7.70","7.84","4.00","4","4","1.25","2.50","1.25","0.50","0.50","0.50","1238.20","1.33","1.00","169.25","247.79","232.58","2277.05","909.4760","0.18","0.00","Spring"
"597955","2023-02-16","64","F","true","true","Usa","Los Angeles","8","1.53","12.25","0","0","0.00","","0.25","0.10","0.38","0.13","0.00","0","0","597955","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"598069","2023-02-16","31","F","false","false","Usa","Tampa","8","1.43","11.63","3","0","0.38","0.00","0.30","0.05","0.13","0.13","0.50","2","2","598069","3","6.73","11.91","3.50","2","2","1.00","6.50","1.00","0.50","0.50","0.33","1575.77","1.00","1.00","160.00","277.67","277.67","2182","452.478","0.14","0.00","Summer"
"598075","2023-02-16","37","F","true","true","Usa","Houston","8","2.51","20.00","3","0","0.38","0.00","0.25","","0.13","0.00","1.00","2","3","598075","3","4.61","4.49","2.00","2","3","1.00","1.67","1.00","1.00","1.00","0.67","2668.33","1.00","1.00","72.67","529.81","529.81","460","1059.61","0.20","0.00","Spring"
"598185","2023-02-16","35","F","true","true","Usa","Cleveland","8","1.31","10.50","2","0","0.25","0.00","0.25","0.25","0.25","0.13","0.00","1","2","598185","2","168.55","91.27","11.00","1","2","2.00","6.00","5.00","4.00","1.00","0.50","682.21","1.00","1.00","140.50","693.86","138.77","6246","693.86","1.02","0.00","Fall"
"598233","2023-02-16","44","F","true","true","Usa","Phoenix","8","1.93","15.50","4","0","0.50","0.00","0.10","","0.38","0.00","0.33","4","4","598233","4","6.60","6.83","3.00","4","4","1.25","2.25","1.25","0.50","0.50","0.50","2913.11","1.00","0.75","121.00","536.75","469.28","1850","2107.372","0.18","0.00","Spring"
"598265","2023-02-16","46","M","true","true","Usa","Baltimore","8","2.20","17.63","4","0","0.50","0.00","0.05","","0.13","0.00","0.00","2","4","598265","4","8.91","9.33","3.00","2","4","1.00","2.75","1.00","0.50","0.50","0.25","356.21","0.67","1.00","253.50","62.41","62.41","2574","124.82","0.18","0.00","Spring"
"598276","2023-02-16","46","F","true","false","Usa","Mobile","9","1.52","12.22","2","0","0.22","0.00","0.10","0.10","0.11","0.11","0.00","2","2","598276","2","8.05","8.19","5.00","2","2","1.00","4.00","1.00","0.00","0.00","0.00","1048.91","0.67","1.00","154.50","196.23","196.23","639","392.46","0.19","0.00","Spring"
"598306","2023-02-16","49","F","true","false","Usa","Miami","8","3.37","27.25","2","0","0.25","0.00","0.10","0.10","0.25","0.13","0.00","2","2","598306","2","7.05","7.27","7.00","2","2","1.50","4.00","1.50","2.50","1.00","1.00","2730.57","1.00","0.50","175.50","768.21","421.94","2782","1536.41","0.28","0.00","Spring"
"598526","2023-02-16","68","M","true","false","Usa","Columbus","8","1.45","11.75","1","0","0.13","0.00","0.10","0.15","0.13","0.13","0.00","0","1","598526","1","","4.56","","0","1","1.00","3.00","","","","0.00","","","","94.00","","","282","","","0.00","Spring"
"598533","2023-02-16","39","F","false","true","Canada","Victoria","8","13.58","27.38","2","1","0.25","0.50","0.05","0.05","0.13","0.13","0.50","2","2","598533","1","4.57","4.86","3.00","1","1","1.00","2.00","1.00","0.00","0.00","0.00","3953.91","1.00","1.00","170.00","680.07","680.07","340","680.07","0.17","0.00","Winter"
"598590","2023-02-16","49","F","true","false","Usa","Las Vegas","8","2.20","17.88","5","0","0.63","0.00","0.10","","0.13","0.00","1.00","5","5","598590","5","9.51","9.65","3.40","5","5","1.20","1.80","1.20","0.20","0.20","0.20","1026.53","0.83","1.00","159.00","196.65","182.98","1242","949.596","0.19","0.00","Summer"
"598687","2023-02-16","40","M","false","false","Usa","Modesto","8","2.15","17.25","3","0","0.38","0.00","","","0.00","0.00","","3","3","598687","3","8.69","8.86","4.33","3","3","1.00","3.33","1.00","1.00","1.00","1.00","1632.70","0.60","1.00","168.67","292.89","292.89","1585","878.68","0.18","0.00","Spring"
"598691","2023-02-16","37","F","false","false","Canada","Ottawa","8","1.88","15.25","2","0","0.25","0.00","0.10","0.20","0.25","0.25","0.25","2","2","598691","2","8.09","8.21","7.00","2","2","1.00","6.00","1.00","0.50","0.50","0.50","607.13","1.00","1.00","99.50","92.50","92.50","1320","179.955","0.15","0.00","Spring"
"598692","2023-02-16","22","M","false","false","Usa","Los Angeles","8","1.54","12.38","2","0","0.25","0.00","0.05","0.07","0.13","0.38","0.25","1","2","598692","2","4.61","5.71","4.00","1","2","1.00","9.50","1.00","0.00","0.00","0.00","3204.08","1.00","1.00","162.50","567.20","567.20","3305.20","567.2","0.18","0.00","Spring"
"598715","2023-02-16","30","F","true","true","Canada","Gatineau","8","1.42","11.25","2","0","0.25","0.00","0.20","0.15","0.25","0.13","0.33","2","1","598715","2","6.68","5.99","3.50","2","1","1.00","2.00","1.00","0.50","0.50","0.50","2572.04","0.40","1.00","45.00","427.95","427.95","90","855.89","0.17","0.00","Spring"
"598832","2023-02-16","52","F","true","true","Usa","Louisville","8","1.58","12.75","1","0","0.13","0.00","","","0.00","0.00","","0","1","598832","1","","6.69","","0","1","2.00","3.00","","","","0.00","","","","169.00","","","1014","","","0.00","Spring"
"598881","2023-02-16","44","F","false","false","Usa","Knoxville","8","2.53","20.38","6","0","0.75","0.00","0.10","0.05","0.13","0.13","1.00","5","6","598881","6","8.73","7.69","4.80","5","6","1.50","3.50","1.60","0.40","0.40","0.33","1652.54","1.25","1.00","135.83","442.33","304.16","3446.75","2211.64","0.27","0.00","Spring"
"598911","2023-02-16","38","F","false","false","Canada","Montreal","8","2.45","19.75","6","0","0.75","0.00","0.13","0.15","0.25","0.25","0.75","6","5","598911","6","6.66","6.82","4.83","6","5","1.00","3.00","1.00","0.83","0.83","0.83","1326.94","1.00","1.00","276.00","231.58","231.58","3817.80","1379.4175","0.17","0.00","Spring"
"598945","2023-02-16","21","F","false","false","Usa","Charlotte","8","1.44","11.75","1","0","0.13","0.00","0.10","0.10","0.13","0.13","0.00","1","1","598945","1","13.13","13.36","5.00","1","1","1.00","3.00","1.00","1.00","1.00","1.00","2780.14","1.00","1.00","350.00","527.04","527.04","1050","527.04","0.19","0.00","Spring"
"599065","2023-02-16","40","M","false","true","Usa","New York","8","17.59","46.00","3","1","0.38","0.33","","0.10","0.00","0.13","0.00","3","3","599065","2","6.70","6.94","4.00","2","2","1.50","2.50","1.50","0.50","0.50","0.50","3005.80","2.00","1.00","133.00","659.96","473.08","848","1319.92","0.22","0.00","Spring"
"599239","2023-02-16","39","F","false","true","Usa","Nashville","10","1.32","10.60","2","0","0.20","0.00","0.30","0.05","0.10","0.10","0.00","1","2","599239","2","6.65","5.27","1.00","1","2","1.00","4.50","1.00","0.00","0.00","0.00","2356.88","1.00","1.00","134.50","464.90","464.90","1445","464.9","0.20","0.00","Spring"
"599244","2023-02-16","26","F","false","false","Usa","Dallas","8","0.87","7.00","1","0","0.13","0.00","0.10","","0.25","0.00","0.00","1","0","599244","1","8.29","","2.00","1","0","","","1.00","0.00","0.00","0.00","1174.65","1.00","1.00","","201.71","201.71","","201.71","0.17","0.00","Spring"
"599311","2023-02-17","39","F","false","true","Canada","Quebec","8","1.31","10.50","3","0","0.38","0.00","0.11","0.10","0.50","0.25","0.33","2","2","599311","3","6.11","11.32","3.00","2","2","2.00","2.50","1.00","0.50","0.50","0.33","889.86","0.50","1.00","136.00","159.70","159.70","1154.0","316.5385","0.18","0.00","Summer"
"599335","2023-02-17","53","F","false","false","Usa","El Paso","8","1.86","15.00","3","0","0.38","0.00","0.10","0.15","0.50","0.13","0.40","3","2","599335","3","8.84","11.15","6.00","3","2","1.00","6.00","1.00","0.67","0.33","0.33","1284.57","0.75","1.00","215.00","225.43","225.43","3300","626.893","0.16","0.00","Summer"
"599348","2023-02-17","40","F","false","false","Usa","San Antonio","8","2.09","16.88","5","0","0.63","0.00","","","0.00","0.00","","5","3","599348","5","8.13","8.35","3.80","5","3","1.00","3.33","1.00","0.40","0.40","0.40","2017.72","0.83","1.00","113.33","363.73","363.73","975","1818.66","0.18","0.00","Spring"
"599437","2023-02-17","53","F","false","false","Usa","Amarillo","8","1.68","13.50","3","0","0.38","0.00","0.15","0.05","0.25","0.38","0.60","3","3","599437","3","7.54","7.71","4.00","3","3","1.33","2.67","1.33","0.00","0.00","0.00","1801.98","1.50","1.00","135.67","447.71","308.46","1500.50","1313.2075","0.24","0.00","Spring"
"599454","2023-02-17","42","F","true","false","Usa","Charlotte","8","17.83","39.63","3","1","0.38","0.33","0.25","","0.13","0.00","1.00","3","3","599454","2","6.24","6.46","8.50","2","2","1.50","7.00","1.50","0.00","0.00","0.00","2598.49","0.50","1.00","154.50","584.65","454.16","3353","1007.4500","0.19","0.00","Spring"
"599649","2023-02-17","56","F","true","true","Usa","New York","8","18.00","49.00","4","1","0.50","0.25","0.15","0.15","0.13","0.13","1.00","4","4","599649","3","7.31","7.56","5.33","3","3","2.00","3.67","2.00","1.00","0.67","0.67","3085.47","0.50","1.00","248.00","1106.83","546.86","5608.50","3259.150","0.35","0.00","Spring"
"599651","2023-02-17","43","F","true","false","Usa","Shreveport","9","0.88","7.00","0","0","0.00","","0.10","0.20","0.33","0.11","0.00","0","0","599651","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"599657","2023-02-17","49","F","true","false","Canada","London","8","1.95","15.75","1","0","0.13","0.00","0.20","0.15","0.25","0.25","0.25","1","1","599657","1","6.00","6.11","2.00","1","1","1.00","1.00","1.00","0.00","0.00","0.00","666.23","1.00","1.00","141.00","108.37","108.37","141","86.696","0.13","0.00","Spring"
"599765","2023-02-17","54","F","false","false","Usa","Los Angeles","8","2.35","19.00","1","0","0.13","0.00","0.20","","0.13","0.00","1.00","1","1","599765","1","10.05","10.34","10.00","1","1","1.00","8.00","1.00","0.00","0.00","0.00","3974.21","1.00","1.00","91.00","640.68","640.68","728","512.544","0.13","0.00","Summer"
"599790","2023-02-17","57","F","false","false","Usa","New York","8","1.02","8.13","0","0","0.00","","0.10","","0.25","0.00","0.00","0","0","599790","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
